model,device,batch,context_length,baseline,tp,footprint_gb,sparsity_fraction,tpot_p50_ms,tpot_p99_ms,status,wall_s,hbm_kv_fraction,effective_attention_context,attention_flops_per_output_token,hbm_read_bytes_per_output_token,hbm_write_bytes_per_output_token,hbf_useful_bytes_per_output_token,hbf_physical_bytes_per_output_token,hbf_link_bytes_per_output_token,energy_coefficients_applied,model_weight_bytes,goodput_per_gpu,hbf_resident_kv_bytes,centroid_scan_bytes,selection_scan_bytes,hbf_program_bytes,hbf_array_read_bytes,nma_macs,hbm_bytes_total,e_gpu_board,hbm_diagnostic_j,hbm_fraction_of_board,e_gpu,e_hbf_read,e_hbf_program,e_hbf_erase,e_bridge,e_link,e_nma,e_total
mistralai/Mixtral-8x22B-v0.1,blackwell,8,2097152,Sparse,2,4130.3,0.1,53.22661892226613,53.22661892226613,OK,31.2,0.02442642913333,255818.5412388393,176035901145.6,5875000000.0,114688.0,23464316857.6,23464316857.6,23464316857.6,False,282000000000,75.15036801119622,234643168575.99997,7332599017.999999,7332599017.999999,945888.3098238163,30796915875.6,3666299508.9999995,47000229376.0,9.314658311396572,0.5607127364556799,0.06019681213315604,9.314658311396572,3.9420052320767995,0.001210737036574485,0.0005412416323607347,0.09385726743039999,0.046928633715199994,0.0014665198035999998,13.400667943091507
Qwen/Qwen3-235B-A22B,blackwell,16,2097152,Sparse,4,6929.6,0.1,61.55793399444456,61.55793399444456,OK,46.7,0.0436557456851005,292112.6609375,224940770329.6,4406250000.0,48128.0,9652548145.6,9652548145.6,9652548145.6,False,470000000000,64.97943872451907,96525481456.0,3016421295.5,3016421295.5,340765.45135713177,12668969441.1,1508210647.75,47000192512.0,10.772638449027799,0.56071229666816,0.05204967189061866,10.772638449027799,3.2432561769216,0.0008723595554742574,0.00038997511065345583,0.0772203851648,0.0386101925824,0.0012065685182,14.134194106880926
mistralai/Mixtral-8x22B-v0.1,blackwell,32,393216,Dense,8,3168.2,1.0,63.57764565357281,70.56315872186379,OK,7.3,0.4233914383110546,393216.0,67645734912.0,4773437500.0,28672.0,6500851652.0,6500851652.0,6500851652.0,False,282000000000,62.91519540996429,6500851652.0,0.0,0.0,16532.52068074544,6500851652.0,0.0,47000229376.0,11.126087989375241,0.5607127364556799,0.05039621626137844,11.126087989375241,3.328436045824,8.464650588541665e-05,3.783993686083704e-05,0.104013626432,0.052006813216,0.0,14.610666961289986
deepseek-ai/deepseek-llm-67b-chat,blackwell,4,1048576,Sparse,1,1766.1,0.1,64.72448286008427,64.72448286008427,OK,48.5,0.0330864598876551,136081.9009868421,423617514496.0,13500000000.0,389120.0,39452189312.0,39452189312.0,39452189312.0,False,134000000000,61.80041652317023,394521893120.0,12328809160.0,12328809160.0,2989748.8154529734,51780998472.0,6164404580.0,47000389120.0,11.326784500514746,0.5607146422015999,0.04950342634099892,11.326784500514746,3.3139839022079998,0.001913439241889903,0.000855373997341053,0.078904378624,0.039452189312,0.001232880916,14.763126664813974
mistralai/Mixtral-8x22B-v0.1,blackwell,32,786432,Naive,8,6054.4,0.1,66.50375614370527,73.68432821702666,OK,10.9,0.2116957191555273,228479.05902622768,39305709482.4,4773437500.0,28672.0,1777514080.4,6334349176.91344,6334349176.91344,False,282000000000,60.146978636162466,17775140804.0,0.0,8887570402.0,77797.68036404399,15221919578.91344,0.0,47000229376.0,11.638157325148423,0.5607127364556799,0.04817882425803425,11.638157325148423,7.793622824403681,0.0003983241234639052,0.0001780647591340118,0.10134958683061504,0.05067479341530752,0.0,19.584380918680623
Qwen/Qwen3-235B-A22B,blackwell,16,393216,Dense,4,1681.2,1.0,71.29068858004456,71.29068858004456,OK,7.2,0.2328306436538696,393216.0,302795194368.0,4406250000.0,48128.0,14518449648.0,14518449648.0,14518449648.0,False,470000000000,56.10830922903536,14518449648.0,0.0,0.0,36922.32678222656,14518449648.0,0.0,47000192512.0,12.475870501507798,0.56071229666816,0.04494374132854248,12.475870501507798,3.716723109888,9.45211565625e-05,4.225424970500171e-05,0.116147597184,0.058073798592,0.0,16.366951782578067
deepseek-ai/deepseek-llm-67b-chat,blackwell,32,393216,Naive,8,5030.3,0.1,72.01771927299183,72.01771927299183,OK,32.2,0.2798052471980713,138343.11007401315,53832070992.0,5351562499.999999,48640.0,1377446374.0,4908667898.3864,4908667898.3864,False,134000000000,55.54188664094622,13774463740.0,0.0,6887231870.0,99567.39972544136,11795899768.3864,0.0,47000389119.99999,12.60310087277357,0.5607146422015998,0.044490212992971394,12.60310087277357,6.039500681413837,0.0005097850865942598,0.0002278916924868195,0.0785386863741824,0.0392693431870912,0.0,18.761147260527764
deepseek-ai/deepseek-llm-67b-chat,blackwell,32,196608,Dense,8,2582.1,1.0,72.90470184640624,72.90470184640624,OK,25.2,0.5596104943961427,196608.0,76504104960.0,5351562499.999999,48640.0,4211450620.000001,4211450620.000001,4211450620.000001,False,134000000000,54.86614578614007,4211450620.000001,0.0,0.0,21420.54555257162,4211450620.000001,0.0,47000389119.99999,12.758322823121091,0.5607146422015998,0.043948930433509066,12.758322823121091,2.1562627174400006,0.0001096731932291667,4.9027737928554426e-05,0.06738320992000002,0.03369160496000001,0.0,15.01581905637225
meta-llama/Meta-Llama-3.1-405B,blackwell,32,196608,Naive,8,4057.0,0.1,76.0971816429497,76.0971816429497,OK,8.9,0.2137360670579173,57480.79860491072,59331220473.600006,2710937500.0,64512.0,997263779.6,3553849204.98256,3553849204.98256,False,810000000000,52.5643645880096,9972637796.0,0.0,4986318898.0,173495.115552344,8540168102.98256,0.0,47000516096.0,13.317006787516199,0.56071615702528,0.042105269297520655,13.317006787516199,4.372566068727071,0.0008882949916280014,0.00039709880573809205,0.05686158727972096,0.02843079363986048,0.0,17.776150630960217
mistralai/Mixtral-8x22B-v0.1,blackwell,32,524288,Dense,8,4130.3,1.0,78.15747353691154,85.61244031720251,OK,8.6,0.3175435787332909,524288.0,90194313216.0,4773437500.0,28672.0,10258948036.0,10258948036.0,10258948036.0,False,282000000000,51.17872698521805,10258948036.0,0.0,0.0,19567.390510559082,10258948036.0,0.0,47000229376.0,13.677557868959518,0.5607127364556799,0.0409950915088568,13.677557868959518,5.252581394432,0.0001001850394140625,4.478620264562778e-05,0.164143168576,0.082071584288,0.0,19.176498987497578
Qwen/Qwen3-235B-A22B,blackwell,16,786432,Naive,4,2892.4,0.1,78.8018012390193,78.8018012390193,OK,11.5,0.1164153218269348,161040.6609375,124009038873.6,4406250000.0,48128.0,3344314929.6,11917800683.12256,11917800683.12256,False,470000000000,50.76026102331491,33443149295.999996,0.0,16721574647.999998,207668.97689881752,28639375331.12256,0.0,47000192512.0,13.790315216828377,0.56071229666816,0.04065986076836885,13.790315216828377,7.331680084767375,0.0005316325808609729,0.00023765828349931814,0.09534240546498048,0.04767120273249024,0.0,21.265778200657582
meta-llama/Meta-Llama-3.1-405B,blackwell,32,786432,Sparse,8,13798.0,0.1,79.09607830902074,79.09607830902074,OK,47.5,0.0534340167644793,116463.1986049107,120212381894.4,2710937500.0,64512.0,4802336368.400001,4802336368.400001,4802336368.400001,False,810000000000,50.571407401165786,48023363684.0,1500730115.125,1500730115.125,425233.8454753449,6303066483.525001,750365057.5625,47000516096.0,13.84181370407863,0.56071615702528,0.04050886459048783,13.84181370407863,3.2271700395648004,0.002177197288833766,0.0009732830325516012,0.07683738189440001,0.038418690947200004,0.0012005840921000001,17.188590880898513
meta-llama/Meta-Llama-3.1-405B,blackwell,32,131072,Dense,8,2974.7,1.0,82.86851427702074,82.86851427702074,OK,8.3,0.320604100586876,131072.0,135291469824.0,2710937500.0,64512.0,5744779364.0,5744779364.0,5744779364.0,False,810000000000,48.269237537292156,5744779364.0,0.0,0.0,43829.18826293945,5744779364.0,0.0,47000516096.0,14.501989998478628,0.56071615702528,0.03866477339207264,14.501989998478628,2.941327034368,0.00022440544390625,0.00010031705077271909,0.091916469824,0.045958234912,0.0,17.581516460077307
Qwen/Qwen3-235B-A22B,blackwell,16,524288,Dense,4,2084.9,1.0,83.90715501204457,83.90715501204457,OK,8.3,0.1746229827404022,524288.0,403726925824.0,4406250000.0,48128.0,20826682864.0,20826682864.0,20826682864.0,False,470000000000,47.67173907190411,20826682864.0,0.0,0.0,39723.74508666992,20826682864.0,0.0,47000192512.0,14.6837521271078,0.56071229666816,0.03818590043024659,14.6837521271078,5.331630813184,0.00010169278742187499,4.546021852875128e-05,0.166613462912,0.083306731456,0.0,20.26545028766575
deepseek-ai/deepseek-llm-67b-chat,blackwell,32,262144,Dense,8,3398.2,1.0,85.65538600640623,85.65538600640623,OK,28.1,0.4197078707971071,262144.0,102005473280.0,5351562500.0,48640.0,7399121659.999999,7399121659.999999,7399121659.999999,False,134000000000,46.698756336242965,7399121659.999999,0.0,0.0,28225.409164428707,7399121659.999999,0.0,47000389120.0,14.989692551121092,0.5607146422015999,0.03740668064333739,14.989692551121092,3.7883502899199994,0.00014451409492187496,6.46028346964158e-05,0.11838594655999998,0.05919297327999999,0.0,18.95583087781071
meta-llama/Meta-Llama-3.1-405B,blackwell,32,1048576,Sparse,8,18127.3,0.1,85.86076792182074,85.86076792182074,OK,16.1,0.0400755125733595,142677.59860491072,147270675859.2,2710937500.0,64512.0,6493479741.2,6493479741.2,6493479741.2,False,810000000000,46.58705130196531,64934797411.99999,2029212419.1249998,2029212419.1249998,469337.93732087815,8522692160.325,1014606209.5624999,47000516096.0,15.025634386318629,0.56071615702528,0.03731730339025365,15.025634386318629,4.3636183860864,0.002403010239082896,0.0010742292876912188,0.1038956758592,0.0519478379296,0.0016233699353,19.5501968956559
mistralai/Mixtral-8x22B-v0.1,blackwell,32,1048576,Naive,8,7978.6,0.1,87.24460107800596,94.09059933391678,OK,13.2,0.1587717893666454,254693.45902622768,43815425143.2,4773437500.0,28672.0,2529133357.2000003,9012819631.717922,9012819631.717922,False,282000000000,45.84810923054797,25291333572.0,0.0,12645666786.0,99301.07223285842,21658486417.717922,0.0,47000229376.0,15.267805188651042,0.5607127364556799,0.03672516969711352,15.267805188651042,11.089145045871575,0.0005084214898322351,0.00022728211723218938,0.14420511410748676,0.07210255705374338,0.0,26.573993609290913
meta-llama/Meta-Llama-3.1-405B,blackwell,32,262144,Naive,8,5139.3,0.1,87.56626527010104,87.56626527010104,OK,28.5,0.160302050293438,64034.39860491072,66095793964.8,2710937500.0,64512.0,1420049622.8000002,5060488835.8100815,5060488835.8100815,False,810000000000,45.67969169019448,14200496228.000002,0.0,7100248114.000001,221763.56048280248,12160736949.810081,0.0,47000516096.0,15.324096422267683,0.56071615702528,0.03659048739803638,15.324096422267683,6.226297318302762,0.0011354294296719487,0.0005075765086734065,0.0809678213729613,0.04048391068648065,0.0,21.673488478568235
deepseek-ai/deepseek-llm-67b-chat,blackwell,32,524288,Naive,8,6662.4,0.1,89.31233620027504,89.31233620027504,OK,37.7,0.2098539353985535,151450.31007401316,58932344656.0,5351562500.0,48640.0,2014980582.0,7180584802.0152,7180584802.0152,False,134000000000,44.7866461698007,20149805820.0,0.0,10074902910.0,133045.6557675773,17255487712.015198,0.0,47000389120.0,15.629658835048131,0.5607146422015999,0.03587504040358493,15.629658835048131,8.83480970855178,0.0006811937575299956,0.00030451733955591726,0.11488935683224319,0.057444678416121595,0.0,24.637788289945362
Qwen/Qwen3-235B-A22B,blackwell,16,1048576,Naive,4,3699.8,0.1,95.91428796845034,95.91428796845034,OK,12.5,0.0873114913702011,187255.0609375,144195385164.80002,4406250000.0,48128.0,4605961572.8,16413804660.83008,16413804660.83008,False,470000000000,41.70390131359515,46059615728.0,0.0,23029807864.0,245972.6081495511,39443612524.83008,0.0,47000192512.0,16.785000394478807,0.56071229666816,0.03340555755081177,16.785000394478807,10.0975648063565,0.0006296898768628508,0.00028149331071802266,0.13131043728664063,0.06565521864332031,0.0,27.080442039952853
meta-llama/Meta-Llama-3.1-405B,blackwell,32,196608,Dense,8,4057.0,1.0,99.77994800502074,99.77994800502074,OK,8.8,0.2137360670579173,196608.0,202937204736.0,2710937500.0,64512.0,9972637796.0,9972637796.0,9972637796.0,False,810000000000,40.08821491667572,9972637796.0,0.0,0.0,50723.45884195963,9972637796.0,0.0,47000516096.0,17.46149090087863,0.56071615702528,0.03211158544297416,17.46149090087863,5.105990551552,0.0002597041092708333,0.00011609678384847939,0.159562204736,0.079781102368,0.0,22.807200560427752
deepseek-ai/deepseek-llm-67b-chat,blackwell,2,2097152,Sparse,1,1766.1,0.1,64.72056522808428,64.72056522808428,OK,82.8,0.0330864598876551,272163.8019736842,847235028992.0,27000000000.0,389120.0,78904378624.0,78904378624.0,78904378624.0,False,134000000000,30.90207869711461,789043786240.0,24657618320.0,24657618320.0,2989748.8154529734,103561996944.0,12328809160.0,94000389120.0,22.652197829829497,1.1214246422015999,0.049506217923139195,22.652197829829497,6.6279678044159995,0.001913439241889903,0.000855373997341053,0.157808757248,0.078904378624,0.002465761832,29.52211334518872
mistralai/Mixtral-8x22B-v0.1,blackwell,16,786432,Dense,8,3168.2,1.0,66.26114916253927,66.26114916253927,OK,10.4,0.4233914383110546,786432.0,135291469824.0,9546875000.0,28672.0,13001703304.0,13001703304.0,13001703304.0,False,282000000000,30.18359967005673,13001703304.0,0.0,0.0,16532.52068074544,13001703304.0,0.0,94000229376.0,23.191402206888743,1.12142273645568,0.04835510705439682,23.191402206888743,6.656872091648,8.464650588541665e-05,3.783993686083704e-05,0.208027252864,0.104013626432,0.0,30.16043766427549
Qwen/Qwen3-235B-A22B,blackwell,8,786432,Dense,4,1681.2,1.0,71.21455026869278,71.21455026869278,OK,10.2,0.2328306436538696,786432.0,605590388736.0,8812500000.0,48128.0,29036899296.0,29036899296.0,29036899296.0,False,470000000000,28.08414842829158,29036899296.0,0.0,0.0,36922.32678222656,29036899296.0,0.0,94000192512.0,24.92509259404247,1.12142229666816,0.044991700329177486,24.92509259404247,7.433446219776,9.45211565625e-05,4.225424970500171e-05,0.232295194368,0.116147597184,0.0,32.70711838077674
deepseek-ai/deepseek-llm-67b-chat,blackwell,16,786432,Naive,8,5030.3,0.1,71.68931562053969,71.68931562053969,OK,44.6,0.2798052471980713,276686.2201480263,107664141984.0,10703124999.999998,48640.0,2754892748.0,9817335796.7728,9817335796.7728,False,134000000000,27.898160035258872,27548927480.0,0.0,13774463740.0,99567.39972544136,23591799536.7728,0.0,94000389119.99998,25.091260467188892,1.1214246422015999,0.044693834479461646,25.091260467188892,12.079001362827674,0.0005097850865942598,0.0002278916924868195,0.1570773727483648,0.0785386863741824,0.0,37.406615565918194
deepseek-ai/deepseek-llm-67b-chat,blackwell,16,393216,Dense,8,2582.1,1.0,72.57569160743249,72.57569160743249,OK,30.5,0.5596104943961427,393216.0,153008209920.0,10703124999.999998,48640.0,8422901240.000002,8422901240.000002,8422901240.000002,False,134000000000,27.557436322042292,8422901240.000002,0.0,0.0,21420.54555257162,8422901240.000002,0.0,94000389119.99998,25.40149206260137,1.1214246422015999,0.04414798309634236,25.40149206260137,4.312525434880001,0.0001096731932291667,4.9027737928554426e-05,0.13476641984000004,0.06738320992000002,0.0,29.91632582817253
meta-llama/Meta-Llama-3.1-405B,blackwell,16,393216,Naive,8,4057.0,0.1,75.12435395588349,75.12435395588349,OK,29.9,0.2137360670579173,114961.59720982144,118662440947.2,5421875000.0,64512.0,1994527559.2,7107698409.96512,7107698409.96512,False,810000000000,26.622525115816543,19945275592.0,0.0,9972637796.0,173495.115552344,17080336205.96512,0.0,94000516096.0,26.29352388455922,1.12142615702528,0.042650280044198775,26.29352388455922,8.745132137454142,0.0008882949916280014,0.00039709880573809205,0.11372317455944192,0.05686158727972096,0.0,35.21052617764988
mistralai/Mixtral-8x22B-v0.1,blackwell,16,1048576,Dense,8,4130.3,1.0,81.29353469853928,81.29353469853928,OK,12.2,0.3175435787332909,1048576.0,180388626432.0,9546875000.0,28672.0,20517896072.0,20517896072.0,20517896072.0,False,282000000000,24.602202468087995,20517896072.0,0.0,0.0,19567.390510559082,20517896072.0,0.0,94000229376.0,28.452737144488744,1.12142273645568,0.039413527449428463,28.452737144488744,10.505162788864,0.0001001850394140625,4.478620264562778e-05,0.328286337152,0.164143168576,0.0,39.4504744103228
meta-llama/Meta-Llama-3.1-405B,blackwell,16,262144,Dense,8,2974.7,1.0,81.89499144154364,81.89499144154364,OK,25.4,0.320604100586876,262144.0,270582939648.0,5421875000.0,64512.0,11489558728.0,11489558728.0,11489558728.0,False,810000000000,24.42151790720429,11489558728.0,0.0,0.0,43829.18826293945,11489558728.0,0.0,94000516096.0,28.663247004540274,1.12142615702528,0.03912418425057166,28.663247004540274,5.882654068736,0.00022440544390625,0.00010031705077271909,0.183832939648,0.091916469824,0.0,34.82197520524296
Qwen/Qwen3-235B-A22B,blackwell,8,1048576,Dense,4,2084.9,1.0,83.83101670069277,83.83101670069277,OK,12.5,0.1746229827404022,1048576.0,807453851648.0,8812500000.0,48128.0,41653365728.0,41653365728.0,41653365728.0,False,470000000000,23.857518120539172,41653365728.0,0.0,0.0,39723.74508666992,41653365728.0,0.0,94000192512.0,29.340855845242473,1.12142229666816,0.038220503947910406,29.340855845242473,10.663261626368,0.00010169278742187499,4.546021852875128e-05,0.333226925824,0.166613462912,0.0,40.50410501335242
meta-llama/Meta-Llama-3.1-405B,blackwell,16,2097152,Sparse,8,18127.3,0.1,84.88858048474366,84.88858048474366,OK,21.5,0.0400755125733595,285355.19720982143,294541351718.4,5421875000.0,64512.0,12986959482.4,12986959482.4,12986959482.4,False,810000000000,23.560295019416,129869594823.99998,4058424838.2499995,4058424838.2499995,469337.93732087815,17045384320.65,2029212419.1249998,94000516096.0,29.71100316966028,1.12142615702528,0.037744473002865035,29.71100316966028,8.7272367721728,0.002403010239082896,0.0010742292876912188,0.2077913517184,0.1038956758592,0.0032467398706,38.75665094880805
deepseek-ai/deepseek-llm-67b-chat,blackwell,16,524288,Dense,8,3398.2,1.0,85.32637576743248,85.32637576743248,OK,34.9,0.4197078707971071,524288.0,204010946560.0,10703125000.0,48640.0,14798243319.999998,14798243319.999998,14798243319.999998,False,134000000000,23.439411108368716,14798243319.999998,0.0,0.0,28225.409164428707,14798243319.999998,0.0,94000389120.0,29.864231518601365,1.1214246422015999,0.03755076173659799,29.864231518601365,7.576700579839999,0.00014451409492187496,6.46028346964158e-05,0.23677189311999997,0.11838594655999998,0.0,37.79629905505098
meta-llama/Meta-Llama-3.1-405B,blackwell,16,524288,Naive,8,5139.3,0.1,86.59341570766077,86.59341570766077,OK,8.0,0.160302050293438,128068.79720982144,132191587929.6,5421875000.0,64512.0,2840099245.6000004,10120977671.620165,10120977671.620165,False,810000000000,23.096444269527336,28400992456.000004,0.0,14200496228.000002,221763.56048280248,24321473899.620167,0.0,94000516096.0,30.30769549768127,1.12142615702528,0.03700136676874941,30.30769549768127,12.452594636605525,0.0011354294296719487,0.0005075765086734065,0.16193564274592265,0.08096782137296132,0.0,43.00483660434402
deepseek-ai/deepseek-llm-67b-chat,blackwell,16,1048576,Naive,8,6662.4,0.1,88.9838830678101,88.9838830678101,OK,53.9,0.2098539353985535,302900.6201480263,117864689312.0,10703125000.0,48640.0,4029961164.0,14361169604.0304,14361169604.0304,False,134000000000,22.475980267976183,40299611640.0,0.0,20149805820.0,133045.6557675773,34510975424.030396,0.0,94000389120.0,31.144359073733536,1.1214246422015999,0.03600731161449344,31.144359073733536,17.66961941710356,0.0006811937575299956,0.00030451733955591726,0.22977871366448638,0.11488935683224319,0.0,49.15963227243092
mistralai/Mixtral-8x22B-v0.1,blackwell,16,2097152,Naive,8,7978.6,0.1,89.77197350293734,89.77197350293734,OK,24.2,0.1587717893666454,509386.91805245535,87630850286.4,9546875000.0,28672.0,5058266714.400001,18025639263.435844,18025639263.435844,False,282000000000,22.27866807377873,50582667144.0,0.0,25291333572.0,99301.07223285842,43316972835.435844,0.0,94000229376.0,31.420190726028068,1.12142273645568,0.035691149879835335,31.420190726028068,22.17829009174315,0.0005084214898322351,0.00022728211723218938,0.28841022821497353,0.14420511410748676,0.0,54.03183186370074
Qwen/Qwen3-235B-A22B,blackwell,8,2097152,Naive,4,3699.8,0.1,95.83838447890462,95.83838447890462,OK,22.8,0.0873114913702011,374510.121875,288390770329.60004,8812500000.0,48128.0,9211923145.6,32827609321.66016,32827609321.66016,False,470000000000,20.868465290545757,92119231456.0,0.0,46059615728.0,245972.6081495511,78887225049.66016,0.0,94000192512.0,33.543434567616615,1.12142229666816,0.033431946105805146,33.543434567616615,20.195129612713,0.0006296898768628508,0.00028149331071802266,0.26262087457328126,0.13131043728664063,0.0,54.13340667537712
meta-llama/Meta-Llama-3.1-405B,blackwell,16,393216,Dense,8,4057.0,1.0,98.80642516954366,98.80642516954366,OK,29.6,0.2137360670579173,393216.0,405874409472.0,5421875000.0,64512.0,19945275592.0,19945275592.0,19945275592.0,False,810000000000,20.241598626487754,19945275592.0,0.0,0.0,50723.45884195963,19945275592.0,0.0,94000516096.0,34.58224880934028,1.12142615702528,0.032427797371071924,34.58224880934028,10.211981103104,0.0002597041092708333,0.00011609678384847939,0.319124409472,0.159562204736,0.0,45.2732923275454
deepseek-ai/deepseek-llm-67b-chat,blackwell,1,786432,Dense,1,440.0,1.0,68.89800898563115,68.89800898563115,OK,42.2,0.1764611194008275,786432.0,2448131358720.0,54000000000.0,389120.0,252016419840.0,252016419840.0,252016419840.0,False,134000000000,14.514207518080129,252016419840.0,0.0,0.0,320455.44921875,252016419840.0,0.0,188000389120.0,48.22860628994181,2.2428446422016,0.046504446525326,48.22860628994181,16.12905086976,0.0002050914875,9.168303944170475e-05,0.50403283968,0.25201641984,0.0,65.11400319374874
meta-llama/Meta-Llama-3.1-405B,blackwell,8,786432,Naive,8,4057.0,0.1,74.64944052229113,74.64944052229113,OK,42.5,0.2137360670579173,229923.19441964288,237324881894.4,10843750000.0,64512.0,3989055118.4,14215396819.93024,14215396819.93024,False,810000000000,13.395947685654647,39890551184.0,0.0,19945275592.0,173495.115552344,34160672411.93024,0.0,188000516096.0,52.25460836560379,2.2428461570252796,0.04292149969497459,52.25460836560379,17.490264274908284,0.0008882949916280014,0.00039709880573809205,0.22744634911888384,0.11372317455944192,0.0,70.08732755798775
mistralai/Mixtral-8x22B-v0.1,blackwell,8,2097152,Dense,8,4130.3,1.0,81.21667974127358,81.21667974127358,OK,58.4,0.3175435787332909,2097152.0,360777252864.0,19093750000.0,28672.0,41035792144.0,41035792144.0,41035792144.0,False,282000000000,12.312741707560953,41035792144.0,0.0,0.0,19567.390510559082,41035792144.0,0.0,188000229376.0,56.85167581889151,2.24284273645568,0.03945077614951142,56.85167581889151,21.010325577728,0.0001001850394140625,4.478620264562778e-05,0.656572674304,0.328286337152,0.0,78.84700537931757
meta-llama/Meta-Llama-3.1-405B,blackwell,8,524288,Dense,8,2974.7,1.0,81.41969762068474,81.41969762068474,OK,7.4,0.320604100586876,524288.0,541165879296.0,10843750000.0,64512.0,22979117456.0,22979117456.0,22979117456.0,False,810000000000,12.282040209222654,22979117456.0,0.0,0.0,43829.18826293945,22979117456.0,0.0,188000516096.0,56.99378833447932,2.2428461570252796,0.039352466690978555,56.99378833447932,11.765308137472,0.00022440544390625,0.00010031705077271909,0.367665879296,0.183832939648,0.0,69.31092001338999
deepseek-ai/deepseek-llm-67b-chat,blackwell,1,1048576,Dense,1,542.0,1.0,81.64869314563116,81.64869314563116,OK,49.7,0.1323458395506206,1048576.0,3264175144960.0,54000000000.0,389120.0,354021893120.0,354021893120.0,354021893120.0,False,134000000000,12.247593457697711,354021893120.0,0.0,0.0,337621.5869140625,354021893120.0,0.0,188000389120.0,57.15408520194181,2.2428446422016,0.039242070523515256,57.15408520194181,22.65740115968,0.000216077815625,9.659431083127857e-05,0.70804378624,0.35402189312,0.0,80.87386471310826
Qwen/Qwen3-235B-A22B,blackwell,4,2097152,Dense,4,2084.9,1.0,83.82283193269276,83.82283193269276,OK,66.8,0.1746229827404022,2097152.0,1614907703296.0,17625000000.0,48128.0,83306731456.0,83306731456.0,83306731456.0,False,470000000000,11.92992382794905,83306731456.0,0.0,0.0,39723.74508666992,83306731456.0,0.0,188000192512.0,58.67598235288494,2.2428422966681603,0.038224196796219224,58.67598235288494,21.326523252736,0.00010169278742187499,4.546021852875128e-05,0.666453851648,0.333226925824,0.0,81.00233353609889
meta-llama/Meta-Llama-3.1-405B,blackwell,8,1048576,Naive,8,5139.3,0.1,86.11843664794617,86.11843664794617,OK,11.9,0.160302050293438,256137.59441964288,264383175859.2,10843750000.0,64512.0,5680198491.200001,20241955343.24033,20241955343.24033,False,810000000000,11.611915391451186,56801984912.00001,0.0,28400992456.000004,221763.56048280248,48642947799.24033,0.0,188000516096.0,60.282905653562324,2.2428461570252796,0.037205342587741407,60.282905653562324,24.90518927321105,0.0011354294296719487,0.0005075765086734065,0.3238712854918453,0.16193564274592265,0.0,85.67554486094947
deepseek-ai/deepseek-llm-67b-chat,blackwell,8,2097152,Naive,8,6662.4,0.1,88.82074816908481,88.82074816908481,OK,90.3,0.2098539353985535,605801.2402960527,235729378624.0,21406250000.0,48640.0,8059922328.0,28722339208.0608,28722339208.0608,False,134000000000,11.258630675980534,80599223280.0,0.0,40299611640.0,133045.6557675773,69021950848.06079,0.0,188000389120.0,62.17452371835937,2.2428446422016,0.036073370700213596,62.17452371835937,35.33923883420712,0.0006811937575299956,0.00030451733955591726,0.45955742732897276,0.22977871366448638,0.0,98.20408440465704
meta-llama/Meta-Llama-3.1-405B,blackwell,8,786432,Dense,8,4057.0,1.0,98.33113134868474,98.33113134868474,OK,42.3,0.2137360670579173,786432.0,811748818944.0,10843750000.0,64512.0,39890551184.0,39890551184.0,39890551184.0,False,810000000000,10.169719256600173,39890551184.0,0.0,0.0,50723.45884195963,39890551184.0,0.0,188000516096.0,68.83179194407931,2.2428461570252796,0.03258445107527383,68.83179194407931,20.423962206208,0.0002597041092708333,0.00011609678384847939,0.638248818944,0.319124409472,0.0,90.21350317959643
meta-llama/Meta-Llama-3.1-405B,blackwell,4,1048576,Dense,8,2974.7,1.0,81.40872654868474,81.40872654868474,OK,11.6,0.320604100586876,1048576.0,1082331758592.0,21687500000.0,64512.0,45958234912.0,45958234912.0,45958234912.0,False,810000000000,6.141847701069071,45958234912.0,0.0,0.0,43829.18826293945,45958234912.0,0.0,376000516096.0,113.97221716815864,4.48568615702528,0.03935771601606153,113.97221716815864,23.530616274944,0.00022440544390625,0.00010031705077271909,0.735331758592,0.367665879296,0.0,138.6061558034853
deepseek-ai/deepseek-llm-67b-chat,blackwell,1,2097152,Dense,2,950.0,1.0,81.77925335333417,81.77925335333417,OK,90.9,0.2965527145486129,2097152.0,3264175144960.0,120999999999.99998,194560.0,287021893120.0,287021893120.0,287021893120.0,False,134000000000,6.114020115098237,287021893120.0,0.0,0.0,136862.70385742188,287021893120.0,0.0,376000389120.0,114.49095469466783,4.4856846422015995,0.03917938018915402,114.49095469466783,36.73880231936,0.0001751842609375,7.831346732564271e-05,1.14808757248,0.57404378624,0.0,152.95214187047608
meta-llama/Meta-Llama-3.1-405B,blackwell,4,2097152,Naive,8,5139.3,0.1,86.10765576957945,86.10765576957945,OK,20.6,0.160302050293438,512275.18883928575,528766351718.4,21687500000.0,64512.0,11360396982.400002,40483910686.48065,40483910686.48065,False,810000000000,5.806684615105299,113603969824.00002,0.0,56801984912.00001,221763.56048280248,97285895598.48065,0.0,376000516096.0,120.55071807741123,4.48568615702528,0.03720994970884215,120.55071807741123,49.81037854642209,0.0011354294296719487,0.0005075765086734065,0.6477425709836904,0.3238712854918452,0.0,171.3343534862472
